id,title,isPaid,price,numSubscribers,numReviews,numPublishedLectures,instructionalLevel
977,JavaScript for beginners in 1 hour,TRUE,95,2086,56,22,Beginner Level
978,HTML5 and CSS for Beginner To Expert,TRUE,20,1732,15,48,All Levels
979,Become a Kick-Ass Web Developer: From Newbie to Pro,TRUE,200,6751,44,353,All Levels
980,Django Tutorial: Build Your First App Fast & Free! ,TRUE,20,5228,180,27,Beginner Level
981,Create a social network using PHP Mysqli HTML Css and JQuery,TRUE,40,1477,17,27,Intermediate Level
982,PHP - Send and Receive Mobile Text Messages (SMS),TRUE,50,1626,81,18,All Levels
983,Complete PHP Course with OOP Start to Finish!,TRUE,200,4529,54,29,All Levels
984,Coding Made Easy: HTML & CSS For Beginners,TRUE,40,3254,92,16,Beginner Level
985,WordPress Security - The Ultimate Security Guide,TRUE,60,2267,17,29,All Levels
986,How to Make a Single Page Website for Freelancers & Agencies,FALSE,0,17463,283,30,All Levels
987,Learn to Use jQuery UI Widgets,FALSE,0,23669,521,9,Beginner Level
988,Learn to Create Responsive Layouts in 30 Minutes,FALSE,0,5301,174,6,Beginner Level
989,Web Building Starter Pack. Html Css and JQuery Animations,TRUE,30,1033,16,42,All Levels
990,Getting Started with Angular 2+,FALSE,0,6909,401,14,Beginner Level
991,Intro to PHP Web Application Development with Symfony,TRUE,200,4040,72,20,Beginner Level
992,Learn OAuth 2.0 - Theory and Hands On,TRUE,145,546,69,21,All Levels
993,Learning CSS3 - A Comprehensive Tutorial For Web Developers,TRUE,50,2459,107,101,All Levels
994,Professional WordPress Theme Development from Scratch,TRUE,200,1284,173,301,All Levels
995,PHP Zend Framework 1.11:Creating a CRUD Application,TRUE,40,1122,5,7,All Levels
996,Write quicker HTML5 and CSS 3; productivity hacks with emmet,FALSE,0,13016,286,15,All Levels
997,The Ultimate jQuery Course,TRUE,20,1098,15,54,All Levels
998,Build an Advanced Single Page with Bootstrap & WordPress,TRUE,95,481,75,77,Intermediate Level
999,Master all PHP ideas 2017 to build any project,TRUE,50,376,19,49,Beginner Level
1000,A Beginner's Guide to the Meteor JavaScript Framework,TRUE,50,898,132,40,Beginner Level
1001,Create an E-commerce website without any coding,TRUE,20,1393,40,9,All Levels
1002,Learn To Build Apps Using Play Framework,TRUE,40,434,69,23,All Levels
1003,Introducing Ionic 2,TRUE,50,394,78,22,Beginner Level
1004,Learn Laravel with Database Migration & Seeding & Faker,TRUE,20,263,14,7,All Levels
1005,Create a Client Network by Hosting WordPress Sites,TRUE,35,1061,8,17,Intermediate Level
1006,Introduction to PHP Slim Microframework,TRUE,20,1312,19,11,Intermediate Level
1007,ASP :basics for beginners,TRUE,35,764,7,8,All Levels
1008,"WordPress Development With NodeJS, Gulp, Composer & More",TRUE,25,289,30,30,Intermediate Level
1009,Become PHP Facebook Developer: Password-Less Authentication,TRUE,195,4001,8,37,All Levels
1010,How To Create Your Very First Website With HTML and CSS,TRUE,100,5097,196,37,Beginner Level
1011,Learn JSON for beginners with JavaScript,TRUE,200,3193,10,23,Beginner Level
1012,Ultimate guide to Social Media Web development integration ,TRUE,200,11011,13,36,All Levels
1013,A Complete Laravel basics from beginner to expert,TRUE,25,3492,61,12,All Levels
1014,JQuery Basics - Learn JQuery From Scratch,TRUE,100,3559,24,18,Beginner Level
1015,Learn MeteorJS By Building 10 Real World Projects,TRUE,50,2784,221,79,All Levels
1016,JavaScript Basics for Beginners Introduction to coding,TRUE,150,5495,52,18,Beginner Level
1017,AngularJS Masterclass - Deep Dive & Understand AngularJS,TRUE,100,2912,309,85,All Levels
1018,HTML5 for beginners,TRUE,195,9687,59,59,Beginner Level
1019,All in one HTML CSS and JQuery,TRUE,20,3444,35,16,All Levels
1020,Responsive Design with NEW Materialize,TRUE,75,12629,88,36,All Levels
1021,Create a Responsive Business Website with WordPress,TRUE,95,1659,73,38,All Levels
1022,PHP webservices,TRUE,30,1305,25,8,All Levels
1023,JavaScript Promises: Applications in ES6 and AngularJS,TRUE,75,651,52,20,Beginner Level
1024,Learn to build 20 websites and build 14 iOS9 apps with swift,TRUE,40,1926,9,458,All Levels
1025,Professional CSS Flexbox,TRUE,35,396,130,21,Intermediate Level
1026,XML :basics for beginners,TRUE,40,1062,12,11,All Levels
1027,How to create Paypal and Credit card Payment Buttons,TRUE,65,578,6,8,Beginner Level
1028,Customizr - Learn WordPress with the ultimate creative theme,FALSE,0,4735,81,69,Beginner Level
1029,How To Create a Local Wordpress Environment,FALSE,0,4306,163,12,Beginner Level
1030,Fun and creative web engineering with Python and Web2py,FALSE,0,10917,319,25,All Levels
1031,WordPress for Beginners - Build Your First Website in 2017,TRUE,100,1701,125,88,Beginner Level
1032,Learn to Make an Animated Image Gallery using HTML5,FALSE,0,11080,165,7,Beginner Level
1033,Projects in Foundation Framework - Learn By Building 10 Apps,TRUE,50,636,33,54,All Levels
1034,Drupal for Beginners,TRUE,30,1478,18,83,Beginner Level
1035,Laravel : CRUD Application Using AJAX In Laravel 5.3,TRUE,20,362,19,8,Intermediate Level
1036,Foundations of Front-End Web Development,FALSE,0,8337,300,129,Beginner Level
1037,Angular 2 - Superheroic Framework,TRUE,20,702,21,30,Beginner Level
1038,Social Network Web Development,TRUE,200,2698,29,57,All Levels
1039,For Free - Deploy Quickly Spring Boot on Heroku With MySQL,TRUE,95,177,19,10,All Levels
1040,Building Web Applications with Spring MVC,TRUE,85,714,48,28,All Levels
1041,"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",TRUE,20,1062,20,32,All Levels
1042,HTML & CSS - Learn to build sleek websites ,TRUE,55,1552,14,44,All Levels
1043,Master Angular 2 - The No Nonsense Course,TRUE,25,102,27,36,Beginner Level
1044,Master ASP . NET 4 from scratch,TRUE,50,613,135,116,All Levels
1045,CoffeeScript: The Good Parts—Write Better javaScript,TRUE,50,2152,19,15,Beginner Level
1046,Mastering Magento,TRUE,85,1063,101,40,All Levels
1047,Ultimate JavaScript Strings,FALSE,0,3142,117,20,Beginner Level
1048,Your Own Site in 45 Min: The Complete Wordpress Course,TRUE,120,1566,29,36,All Levels
1049,Redirect Your Visitors By Country Easily -Wordpress Tutorial,TRUE,20,2306,3,24,Beginner Level
1050,Learn Knockout JS Framework from GroundUp,TRUE,40,633,104,31,All Levels
1051,Build Responsive Websites  in an Hour using Portalfin,FALSE,0,2859,42,17,All Levels
1052,Master Riot: Learn Riot.js from Scratch,TRUE,125,299,75,34,Intermediate Level
1053,Learn W3.CSS,TRUE,50,1002,7,10,All Levels
1054,Learning Axure RP,TRUE,75,631,103,65,All Levels
1055,"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",TRUE,50,1386,17,28,All Levels
1056,"Kids Coding -Introduction to HTML, CSS and JavaScript",TRUE,200,2355,143,215,Beginner Level
1057,Introduction to Voice Design with Amazon's Alexa,FALSE,0,6742,1036,6,Beginner Level
1058,How to Create a Social Network For a Niche-Related Community,TRUE,100,1853,34,39,All Levels
1059,Webpack 1 & 2 - The Complete Guide,TRUE,40,252,46,79,All Levels
1060,Star Rating Project AJAX with JSON response from PHP MySQL,TRUE,120,1302,18,22,Beginner Level
1061,Wordpress for beginners :Build Websites Fast without Coding ,TRUE,50,1658,72,68,All Levels
1062,ASP.Net MVC Quick Start,FALSE,0,15092,1234,65,Intermediate Level
1063,Build a Chatbot integrated Website using Bootstrap 4,TRUE,50,165,13,28,All Levels
1064,How To Create A WordPress Website Without Paying A Developer,TRUE,20,4333,16,17,Beginner Level
1065,PSD to Bootstrap 3 for Beginners using HTML & CSS,TRUE,20,976,93,46,Beginner Level
1066,Build Advanced Responsive Websites with Foundation 6 & SASS,TRUE,200,1276,245,271,All Levels
1067,Learn Essential Javascript Fundamentals - Lite,TRUE,20,1476,27,8,All Levels
1068,Learn HTML in 2 hours!,FALSE,0,5351,235,13,Beginner Level
1069,Laravel 4 try and enjoy php coding,TRUE,20,2402,26,23,Beginner Level
1070,Wordpress Beginner Tutorial: Build Your First Website,FALSE,0,6402,104,23,Beginner Level
1071,Build Complex Express Sites with Redis and Socket IO,TRUE,125,223,26,27,Intermediate Level
1072,Building a ASP.NET MVC 5 Membership Website,TRUE,95,654,86,239,Intermediate Level
1073,Drupal Views: Introduction to Enhancing Your Drupal Website,TRUE,105,1262,36,40,Beginner Level
1074,Bootstrap Bootcamp - Responsive web development- 8 projects,TRUE,100,253,34,45,All Levels
1075,Self Advertise Using PowerPoint Twitter and Facebook on ios,TRUE,20,1780,15,6,Beginner Level
1076,Learning Bootstrap 3 - Tutorial From Infinite Skills,TRUE,50,1266,90,50,All Levels
1077,Practical Web Development: Make Websites Quickly And Easily,TRUE,20,2389,7,20,All Levels
1078,"Learn animation using CSS3, Javascript and HTML5",TRUE,40,1468,54,18,All Levels
1079,Creating Interactive HTML5 Video,TRUE,25,838,13,23,Intermediate Level
1080,Optimizing Wordpress for More Speed and Revenue,FALSE,0,2649,16,7,Intermediate Level
1081,JavaScript project Learn to create a memory Game and more,TRUE,95,6000,21,25,Beginner Level
1082,The Complete JavaScript Bootcamp,TRUE,195,1839,91,47,All Levels
1083,JavaScript for Absolute Beginners,TRUE,20,10689,394,17,Beginner Level
1084,Complete JavaScript Course for Beginners with Easy Examples,TRUE,200,7449,91,32,All Levels
1085,Angular 2 Master Class with Alejandro Rangel,TRUE,30,4157,206,80,All Levels
1086,Quick learning jQuery web development,TRUE,150,3388,67,39,Intermediate Level
1087,Google Blogger Course,TRUE,60,1343,11,22,Intermediate Level
1088,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",TRUE,200,3399,85,15,All Levels
1089,PHP Tutorial: Learn PHP Basic Programming for Beginners,TRUE,20,2510,21,23,Beginner Level
1090,Mastering Modern Web Development Using React,TRUE,195,1537,8,29,All Levels
1091,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",TRUE,50,6134,93,15,Beginner Level
1092,The Essential Web Developer Course - Build 12 Websites,TRUE,200,9355,390,177,All Levels
1093,Build Powerful Websites & Blogs using WordPress - No Coding,TRUE,20,1024,14,26,Beginner Level
1094,Learn to Build Web Apps using UnderscoreJS : Code Like a Pro,TRUE,40,325,37,27,All Levels
1095,Building Web Apps Using Flask and Neo4j,TRUE,50,166,21,37,All Levels
1096,Learn Web Animation the Easy Way: An Intro to SVG and GSAP,TRUE,50,203,33,15,All Levels
1097,Build Your Own Membership Website With Joomla,TRUE,95,1134,9,24,All Levels
1098,Learn Spring Security 4 Basics - Hands On,TRUE,95,216,28,16,Beginner Level
1099,Display and analyze GIS data on the web with Leaflet.js,TRUE,100,25,4,66,Intermediate Level
1100,How to Build a CMS with PHP,TRUE,50,1096,33,10,Beginner Level
1101,Responsive Web Design with HTML5 and CSS3 - Introduction,TRUE,35,770,65,84,Beginner Level
1102,Master Typescript : Learn Typescript from scratch,TRUE,95,424,45,60,All Levels
1103,XSD :basics for beginners,TRUE,35,755,0,7,All Levels
1104,Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,TRUE,60,652,48,46,Intermediate Level
1105,Css Positioning For Absolute Beginners: A Basic Introduction,TRUE,65,4797,97,11,Beginner Level
1106,Creating User Authentication System in CodeIgniter,TRUE,200,2783,9,21,All Levels
1107,How to easily Manage your WordPress Website,TRUE,20,8462,50,21,Beginner Level
1108,Wordpress For Beginners: Create a Professional Website,TRUE,200,5129,183,35,Beginner Level
1109,"Building a Portfolio in 90 minutes ( HTML, CSS, Js ) ",TRUE,20,5272,111,24,All Levels
1110,Automate Web Development With Gulp JS,TRUE,20,2784,425,29,All Levels
1111,Bootstrap 4 Responsive Web Design and Development,TRUE,20,3086,17,73,Beginner Level
1112,Intro To HTML & CSS: Web Development For Beginners,TRUE,20,6008,203,35,Beginner Level
1113,Become Exceptional in HTML and HTML5,TRUE,20,16486,86,34,All Levels
1114,Become a Rockstar Web Developer - Learn By Coding,TRUE,200,2076,125,56,All Levels
1115,Spring 4 Mastercourse: Covers Annotation & XML Configuration,TRUE,200,1353,53,320,Intermediate Level
1116,WordPress Plugin Development for 2017 - Build 14 Plugins,TRUE,50,3770,108,72,All Levels
1117,Single Page Application of MVC 5 Using AngularJS,TRUE,20,722,53,18,Intermediate Level
1118,"Learn to Code in HTML5, CSS3, and JavaScript",TRUE,20,1404,7,17,Beginner Level
1119,Web Application Development - Learn by Building 3 Web Apps,TRUE,30,1688,16,29,Beginner Level
1120,Rails Ecommerce App with HTML Template from Themeforest,TRUE,25,214,34,24,Intermediate Level
1121,Writing CSS with {LESS} - Tutorial From Infinite Skills,TRUE,50,788,21,25,All Levels
1122,Login and Registration from Scratch with PHP and MySQL,TRUE,20,1128,77,36,Intermediate Level
1123,Getting Started with Magento,TRUE,85,608,88,48,All Levels
1124,Ruby on Rails Foundations,TRUE,20,359,45,73,All Levels
1125,Core Concepts in HTML 5,TRUE,75,1532,19,23,Beginner Level
1126,Learn Azure Cloud Step by Step,TRUE,20,791,29,24,Intermediate Level
1127,Learn Facebook Flux Architecture for Web Applications,TRUE,40,395,26,36,All Levels
1128,"Create free, fast and secure static website",TRUE,50,322,9,9,Beginner Level
1129,Object Orientation in PHP,TRUE,20,151,40,30,Beginner Level
1130,Creating Custom Web Maps,TRUE,50,208,48,29,Intermediate Level
1131,Build A YouTube Downloader With C# And GitHub,TRUE,20,385,39,32,Intermediate Level
1132,Querying Microsoft SQL Server 2012 - (Exam No. 70-461),TRUE,85,666,89,115,All Levels
1133,HTTP Clients with Laravel: Use and Consume Services and APIs,TRUE,65,237,22,52,Intermediate Level
1134,Modern E-Commerce Store In php & mysqli With Bootstrap,TRUE,50,240,45,358,All Levels
1135,Simple And Easy: Wordpress For Beginners,FALSE,0,5014,196,32,Beginner Level
1136,Create Website from scratch in Urdu & Hindi,FALSE,0,3033,91,9,Intermediate Level
1137,Advance Unix : File Processing: AWK | GREP | VIM,TRUE,20,458,2,12,All Levels
1138,Introduction to Node.js Development,TRUE,55,1779,48,16,Expert Level
1139,Advance JavaScript for Coders: Learn OOP in JavaScript,TRUE,40,334,41,54,Intermediate Level
1140,Web Development With Google Maps,TRUE,50,222,9,60,Beginner Level
1141,jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,TRUE,145,422,86,69,All Levels
1142,Learn Spring Security 4 Intermediate - Hands On,TRUE,95,227,16,20,Intermediate Level
1143,Learning Path: The Road to Elasticsearch,TRUE,200,50,5,60,Beginner Level
1144,HTML/CSS Bootcamp,TRUE,40,194,26,87,Beginner Level
1145,JavaScript High Performance,TRUE,95,458,28,40,All Levels
1146,Node:js : Building Rest Apis with Sails.js,TRUE,100,61,9,44,Beginner Level
1147,Fundamentals of Angular 2 Full Stack Design,TRUE,95,314,43,49,Beginner Level
1148,Create Newsletter Subscription Form with PHP/AJAX in 40 Min,TRUE,50,586,10,17,All Levels
1149,AppML :basics for beginners,TRUE,30,770,0,8,All Levels
1150,How to manage your own VPS and create websites,TRUE,120,735,16,30,All Levels
1151,Learn BuddyPress: Build A Social Network with WordPress,TRUE,20,1299,15,23,All Levels
1152,HTML FOR BEGINNERS,TRUE,20,791,8,16,All Levels
1153,XML XQuery - Crash Course for Beginners,TRUE,45,426,4,10,All Levels
1154,Simplified Cross Browser Web Testing Using VirtualBox,TRUE,20,796,3,18,Beginner Level
1155,JavaScript and jQuery Basics: Start The Journey,TRUE,25,1316,22,45,All Levels
1156,How to Install WordPress From Scratch,FALSE,0,8415,56,13,Beginner Level
1157,CSS :basics for beginners,TRUE,30,1085,8,13,All Levels
1158,"WordPress Development - Themes, Plugins & Single Page Apps",TRUE,150,817,164,131,Intermediate Level
1159,Learn Effective HTML in No Time!,TRUE,40,1275,11,18,All Levels
1160,HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,TRUE,90,1526,72,86,All Levels
1161,Building a Search Engine in PHP & MySQL,FALSE,0,10110,379,12,All Levels
1162,create a search engine for your website!,TRUE,20,1832,6,12,Intermediate Level
1163,Learn basics of HTML in 30 Minutes,TRUE,20,945,17,11,Beginner Level
1164,JavaScript from Scratch for Very Beginners,TRUE,30,1272,31,29,Beginner Level
1165,Learn Web Development by Creating a Social Network,TRUE,200,442,48,80,Beginner Level
1166,CSS Image filters - The modern web images color manipulation,FALSE,0,6315,53,16,All Levels
1167,Building Responsive Websites with Bootstrap 3 Framework,TRUE,75,1322,14,27,Intermediate Level
1168,Create a Membership Site with Wishlist Member & Wordpress,TRUE,95,557,39,28,All Levels
1169,Convert HTML Websites into PHP: Learn by Doing in 40 Minutes,TRUE,50,540,13,15,All Levels
1170,17 Complete JavaScript   projects explained step by step,TRUE,185,327,26,106,Beginner Level
1171,Mastering Unix : AWK Commands,TRUE,20,358,0,23,All Levels
1172,Cakephp:Creating a CRUD application,TRUE,40,803,2,7,All Levels
1173,HTML and CSS: A Guide to Web Design,TRUE,25,1557,13,74,All Levels
1174,Drupal 8 Site Building,FALSE,0,1942,23,48,All Levels
1175,Learn Bootstrap 4 The Most Popular HTML5 CSS3 & JS Framework,TRUE,200,279,37,119,All Levels
1176,Essentials of Spring 5.0 for Developers,TRUE,125,34,2,21,Expert Level
1177,The Extreme Web Development Course - For Beginners,TRUE,200,1420,62,152,All Levels
1178,JQuery DOM and Ajax Concept Explained for Beginners,TRUE,35,1812,112,7,All Levels
1179,HTML Forms For Beginners: A Basic Introduction  ,TRUE,45,2472,41,8,Beginner Level
1180,Ultimate JavaScript Objects,TRUE,20,1525,43,65,All Levels
1181,The Complete Web Developer Course - Build 20 Websites,TRUE,20,2650,61,304,All Levels
1182,"Simple Javascript: Learn by Doing, Beginners Welcome!",TRUE,25,2753,10,18,All Levels
1183,"Learn HTML, CSS, and Ruby on Rails: Build Your First Blog",TRUE,20,2985,40,27,Beginner Level
1184,Learn HTML5 Canvas for beginners,TRUE,100,2360,12,49,Beginner Level
1185,Bootstrap 4 Beginners: Code a Responsive Landing Page,TRUE,30,948,193,48,All Levels
1186,Build Wordpress CMS Clone with Laravel 5,TRUE,150,392,81,63,All Levels
1187,XML DTD - Crash Course for Beginners,TRUE,45,944,1,10,All Levels
1188,Beginner Photoshop to HTML5 and CSS3,FALSE,0,73110,1716,22,All Levels
1189,XPATH :basics for beginners,TRUE,40,878,6,8,All Levels
1190,The Fastest Way to Create a Website Using Godaddy,TRUE,30,1454,14,12,Beginner Level
1191,A how to guide in HTML,FALSE,0,7318,205,8,Beginner Level
1192,Building Better APIs with GraphQL,TRUE,50,555,89,16,All Levels
1193,Learn Grunt with Examples: Automate Your Front End Workflow,TRUE,20,496,113,17,All Levels
1194,Build A Stock Downloader With Visual Studio 2015 And C#,TRUE,20,436,36,22,Intermediate Level
1195,jQuery UI in Action: Build 5 jQuery UI Projects,TRUE,150,382,28,140,All Levels
1196,Learn jQuery from Scratch - Master of JavaScript library,TRUE,100,1040,14,21,All Levels
1197,How To Design A WordPress Website With No Coding At All,TRUE,25,306,3,42,Beginner Level
1198,Learn and Build using Polymer,TRUE,40,513,169,48,All Levels
1199,CSS Animations: Create Amazing Effects on Your Website,TRUE,50,300,31,38,All Levels
1200,Using MODX CMS to Build Websites: A Beginner's Guide,TRUE,45,901,36,20,Beginner Level
